Name,Address,Price
Elizabeth Hernandez,Malawi,87424605
Michelle Ballard,Azerbaijan,1079001687
Hannah Moore,New Caledonia,425398160
Dominique Smith,Grenada,1157976081
Kristen Hurley,New Caledonia,653029046
William Cabrera,Finland,295157426
Angela Garcia,Zambia,926653661
Travis Bennett,Macao,854916131
Patricia Weber,Peru,715970099
Amber Clayton,Mozambique,1189107660
Haley Shelton,Luxembourg,7149855
Lindsey Cervantes,Guadeloupe,629618172
Dr. Kevin Schneider,Western Sahara,1175119810
Veronica Brown,Kenya,128205001
Hannah Murphy,Liechtenstein,1090675468
Steven Young,Lebanon,523966793
Debra Thomas,Central African Republic,1051784616
Mrs. Christine Garcia,Liechtenstein,989784113
Kristina Mendoza,Morocco,291432066
Stephanie Mason,Norway,613864305
Bryan Santos,Seychelles,42364643
Christopher Peck,Switzerland,500680788
Dr. Martin Avila,Nepal,281999334
Mr. Nicholas Smith,Kyrgyz Republic,678836738
Elizabeth Herrera,Puerto Rico,504347659
Kimberly Haynes,Antarctica (the territory South of 60 deg S),1037367680
Erica Rice,Sri Lanka,1055262329
Regina Davidson,Georgia,519955869
Andrea Pena,Tonga,1031608323
Joseph Morton,Finland,469828853
Laura Salazar,Christmas Island,526544051
Nancy Adams,Peru,208129521
Dennis Anderson,Guatemala,694009685
Miguel Morrison,Cameroon,987605701
Lydia Byrd,Comoros,1081686710
Sara Baker,Tanzania,1049028161
Brandi Jacobs,Sao Tome and Principe,668675114
John Lopez,Cayman Islands,800893784
Timothy Raymond,Ireland,508489346
Susan Morales,Korea,761239510
Desiree Johnson,Peru,1196470698
Joel Pacheco,Guinea,639034546
Zachary Roberts,Philippines,609657402
Gerald Richardson,Morocco,621190174
Robert Cole,Macao,904270067
Albert Vaughn,Malta,245750481
Mark Howe,Angola,1125629774
Tammy Shaffer,Bermuda,122607665
Tammy Hernandez,United States of America,106559729
Laura Rodriguez,Croatia,803370300
Angela Hopkins,British Indian Ocean Territory (Chagos Archipelago),986661480
Virginia Villa,United Arab Emirates,621342102
Pam Conner,Falkland Islands (Malvinas),361642951
Kyle Beck,Mayotte,8698504
Timothy Perez,Czech Republic,356681750
Andrea Moore,French Guiana,383401029
Jennifer Nelson,Namibia,162906283
Lisa Thomas,Saint Barthelemy,1097773050
Jessica Elliott,Mauritania,1066816116
Susan Griffin,Netherlands,90869149
Janice Shaw,Japan,303310821
Robert Hicks,Somalia,554421242
Caroline Frank,Kuwait,568623388
Brian Buck,Guernsey,273576233
Roger Smith,Gabon,1196535256
Janet Long,Morocco,595637641
Adrian Baldwin,Barbados,995308018
Michael Velasquez,French Polynesia,611318335
Timothy Thompson,Christmas Island,288356385
Anthony Howard,Bahamas,457379149
Mark Murray,Austria,1106688930
Amy Garcia,Anguilla,52672243
Dana Goodman,Indonesia,646836206
Victoria Barrett,Jamaica,253777857
Michael Freeman,Christmas Island,602181162
Thomas Bowman,Lao People's Democratic Republic,234787480
Julie Long,Syrian Arab Republic,1186799828
Shelley Bryant,Jordan,245267523
Tonya Villanueva,Lao People's Democratic Republic,1043787344
Amy Simon,Guernsey,985719205
Thomas Rogers,Croatia,72702310
Lauren Coleman,Belize,254542916
Nicholas Hamilton,Dominican Republic,1048354898
Ryan Moore,North Macedonia,892237651
Michael Acevedo,Guyana,261140830
Marcus Mcclure,Mongolia,609709873
Edward Burns,Turkmenistan,916659689
Robert Gonzales,Gabon,255796951
Ashley Foster,Turks and Caicos Islands,1056163228
James King,Mozambique,483382937
Elizabeth Williams,Congo,307389485
Mary Andrews,Kazakhstan,1190474388
Kelli Johnson,Botswana,971844586
Jason Richards,Lithuania,615076553
Jill Jones,Zambia,996253216
Bobby Hunter,Norfolk Island,263742903
Michael Snyder,United States of America,559881451
Jacob Vincent,Cook Islands,1098218791
Gina Duarte,Nepal,603369708
Lisa Turner,Congo,571026798
Mr. Eric Cox,Micronesia,742394756
Jacqueline Jones,Cuba,630548292
Amy Moreno,Montserrat,656584817
Stephen Elliott,Luxembourg,429175297
Craig Herrera,Cote d'Ivoire,39794745
Yolanda Smith,Gambia,610152909
Lindsey Russell,New Caledonia,732853496
Christopher Vincent,Marshall Islands,495143791
Joan Atkinson,Turks and Caicos Islands,1139955137
Brian Howard,Trinidad and Tobago,351661019
Lauren Yates,Micronesia,148405548
Rose Wilson,Svalbard & Jan Mayen Islands,598733427
Aaron Jenkins,Canada,170790950
Jill Thomas,Ireland,707163580
Michael Barker,Singapore,1157879164
Marcus Wilson,Bosnia and Herzegovina,130085463
Kathleen Foster,San Marino,419865630
Mark Brown,Grenada,562348041
Dr. John Evans,Tuvalu,879160870
Kevin Martin,Brunei Darussalam,17262658
Matthew Walsh,Ukraine,611194056
James Guerrero,Turkey,1015590352
Amy Stevens,United States Virgin Islands,622408544
Ms. Michelle Joyce,Iraq,663146618
Patricia Wiley,Mozambique,726060958
William Price,Puerto Rico,469430920
James Ellis,Kyrgyz Republic,1180880338
John Stevens,Luxembourg,535030850
Cassandra Smith,Saint Martin,1121310908
David Fisher,Oman,911726700
Sharon Grant,Sierra Leone,757879996
Steven Miles,Belarus,790833684
Kim Watson,Sweden,259677064
Patricia Ramirez,Panama,782724404
Amy Ramirez,Saint Helena,753387387
Leslie Solis,Serbia,1017762351
Paula Myers,Kuwait,738990372
Garrett Woods,Zambia,733184678
Alisha Howard,China,116274607
Alison Murphy,Greece,141742580
Joel Brown,Congo,653603000
Amber Garner,Nicaragua,754609598
Jessica Walker,Isle of Man,488883247
Angela Anthony,Djibouti,810006059
Deanna Manning,Senegal,1054059791
Teresa Campbell,Seychelles,144946137
Andrew Wright,Bosnia and Herzegovina,972001906
Adam Armstrong,Luxembourg,1096553012
Kathleen Leonard,Kenya,278905231
Andrea Little,Anguilla,731664695
John Moreno,Argentina,1208129551
Sheila Watson,Reunion,1111599441
Bryan Willis,Serbia,213028590
Megan Morton MD,Libyan Arab Jamahiriya,493353827
James Peterson,Colombia,821133484
Jacqueline Hughes,Burkina Faso,535773110
Fred Green,Norway,495799738
Samuel Holloway,Libyan Arab Jamahiriya,939706928
Jacqueline Ramirez,Colombia,930964339
Amy Griffin,Qatar,482740104
Deborah Smith,Pakistan,600606828
Joan Davis,Malaysia,320364945
Robert Schwartz,Moldova,299015079
Tracy Smith,Bosnia and Herzegovina,478750188
Brandon Davis,Faroe Islands,1048403544
Brian Melton,Macao,195170031
Anna Jones,Hong Kong,367239264
Joshua Pittman,Faroe Islands,128601632
Jason Ayala,Nepal,1062354422
Christopher Johnson,Svalbard & Jan Mayen Islands,1142300811
Justin Roberts,Japan,766771410
Lynn Phillips,United States of America,617301995
Carolyn Hanson,Korea,973044448
Donna Garcia,New Zealand,322461053
Jesus Massey,Guatemala,859337381
Caleb Brown,Turkmenistan,1170016449
Bradley Irwin,Philippines,198521825
Matthew Kelly,Martinique,581019502
Amanda Adams MD,New Caledonia,119875032
Ryan Pena,Uganda,772334321
Amanda Shaw,Aruba,396125013
Michael Dominguez,Gabon,186161979
Maria Austin,Aruba,1028248403
David Carpenter,Iran,374930578
Tiffany Robertson,Netherlands,913642794
Shelly Berry,Nauru,364438495
John Bryant,Argentina,508045753
Dylan Shaw,Saint Pierre and Miquelon,218490685
Jacqueline Salinas,Papua New Guinea,98384667
Oscar Cook,Malta,590342994
Christopher Meyer,Czech Republic,803427260
Jennifer Ellis,Svalbard & Jan Mayen Islands,685656119
Justin Rodgers,Djibouti,487732393
Stephanie Meyers,Belize,887168252
Ryan Nelson,Uganda,881678268
Lindsay Haas,Honduras,912703713
Rachel Hopkins,Uruguay,260066290
Nancy Mason,Congo,808322600
Richard Miller,Macao,60466452
James Wells,United Arab Emirates,135372152
Lisa Ford,Turkey,192823995
Brian Middleton,Brazil,30760676
Dale Macias,Honduras,732549672
Mark Williams,Poland,1084292895
Sarah Miller,Kuwait,1062717668
Cory Huber,Korea,921293259
Brandy Johnson,Cameroon,1067858116
Jeffrey Olson,Bosnia and Herzegovina,584761811
Eric Munoz,Madagascar,869290575
Julia Rodriguez,Falkland Islands (Malvinas),1003557616
Maria Hoffman,China,1146644802
Christina Perkins,Holy See (Vatican City State),895136475
Tracy Alvarez,Slovenia,345528041
Sandra Lamb,Brunei Darussalam,822936499
Warren Schwartz,Puerto Rico,918823951
Darrell Fox,Gibraltar,414693947
Carmen Berry,Egypt,409306752
Karen Key,Martinique,733329339
David Stein,Tunisia,263031396
Scott Rodriguez,Jamaica,528893329
Tammy Smith,Norfolk Island,25634515
Sandra Orozco,Korea,932779678
Jeff Mcdaniel,Kenya,39480010
Diane Anderson,Djibouti,276834391
Melissa Duke,Tajikistan,451341660
Jennifer Lindsey,Mongolia,1071369458
David Pugh,Ukraine,191045687
Jane Knight,Mali,462966160
Kimberly Lee,Georgia,651340768
Lori Boyd,Botswana,138815191
Darlene Navarro,Russian Federation,70571754
Donna Rivera,Saint Barthelemy,914292485
Donna Gutierrez,Dominican Republic,835464552
Susan Baker,Andorra,696174762
Michelle Gonzalez,British Indian Ocean Territory (Chagos Archipelago),768819788
Dawn Maynard,Mozambique,192451642
Bailey Hancock,Suriname,441964774
Ms. Breanna Clark MD,Chad,843512888
Michael Walker,Tanzania,861820529
Charles Fisher,Romania,621382186
Kevin Flowers,Cote d'Ivoire,750214110
James Ward,Cocos (Keeling) Islands,1022789999
Gary Heath,Guyana,761309884
Alexander Roth,Cyprus,181516686
Joseph Webb,Luxembourg,628859553
Brenda Cisneros,Canada,831965217
Cynthia Beard,Ukraine,898319166
Jennifer Graham,Papua New Guinea,868036455
Anthony Daniels,Georgia,560560633
John Beck,Niue,572840513
Wendy Moore,Afghanistan,634655952
Marvin House,Western Sahara,480401108
Rhonda Mcdonald,Saudi Arabia,657849191
Aaron Petty,French Guiana,326754918
Richard Meyers,Bangladesh,1066256017
Daniel Clark,Armenia,846354007
Melanie Jackson,Belarus,1152243231
Leslie Williams,Togo,1026295023
Paul Price,Iraq,7146700
Christopher Allen,Spain,86339543
Pamela Rivers,Brazil,202189013
Kayla Miller,Kazakhstan,228561764
Felicia Kaufman,French Polynesia,54367374
Pamela Flores,Vietnam,975829277
Patricia Mahoney,Bulgaria,235376062
Kimberly Walker,Slovakia (Slovak Republic),503875825
Robert Walker,Cambodia,963718835
Dr. Alicia Williams,Kuwait,428899683
Katie Miller,Italy,691606313
Ashley Murphy,Azerbaijan,548428636
Anthony Martin,Guernsey,1051776454
Brandi Burch,Albania,684797079
Steven Jones,Malawi,881416240
Eric Daniels,Congo,1034194873
Brandy Lawrence,Qatar,432328395
Patrick Liu,Gabon,852226153
Douglas Hamilton,Trinidad and Tobago,792320630
Jennifer Harrison,Bahrain,372743916
Trevor Atkins,Sao Tome and Principe,718006886
Mark Dunn,United Kingdom,578006687
Shawn Ramirez,Colombia,106315448
Courtney Acosta,Nicaragua,52074776
Benjamin Huber,Iraq,4925626
John Ayala,Ukraine,1094687475
Lisa Higgins,Tonga,535704225
Tammy Norris,Isle of Man,509981336
Gregory Payne,Zimbabwe,498048398
Kristin Sampson,Malaysia,20459446
Rebecca Wallace,Iraq,990610214
Shelby Hamilton,Mozambique,982997357
Kim Koch,Lao People's Democratic Republic,818693512
Lauren Woods,Turks and Caicos Islands,716125061
David Price,Ukraine,5029335
Christina Horn,Guam,924703768
David Bell,Svalbard & Jan Mayen Islands,552632156
Richard Harris,Malta,38619442
Kevin Noble,Togo,854169717
Nicholas Hanson,French Polynesia,628129215
Sarah Morales,Tonga,822068685
Robyn Clark,Cameroon,93473635
Elizabeth Duncan,Comoros,115239602
John Leon,Brunei Darussalam,693074961
Howard Mann,Marshall Islands,1105143263
Christopher Powers,Slovenia,975275137
Antonio Robinson,Anguilla,1167665554
Susan Gonzalez,South Africa,792047947
Frank Carpenter,Suriname,792311126
Linda Michael,Barbados,441555165
Charles Walker,Jersey,177965525
Melissa Martinez,Bosnia and Herzegovina,960540832
Melissa Huerta,Netherlands,867010576
Robert Davis,Estonia,549840864
Heather Brown,Ireland,606971057
Karen Shaw,Uzbekistan,273686099
Holly Woods,Algeria,721492419
Veronica Ballard,Montserrat,943853395
Brenda Edwards,Bolivia,1080966759
Vincent Frederick,Benin,1021686666
Carmen Johnson,Cyprus,80077319
Ryan Salazar,Netherlands,414451176
Matthew Smith,Indonesia,495317468
Victor Lee,Dominican Republic,1053950520
Jessica Rhodes,Moldova,921779010
Mr. Gregory Anderson,Vanuatu,806673525
Veronica Diaz,Madagascar,518353739
Melody Rogers,Austria,1083057863
Alexis Jimenez,United Arab Emirates,59550329
Holly Beasley,Guinea,379131900
Mary Williamson,Armenia,234592694
Mary Collins,Puerto Rico,824228239
Edgar Mason,Pakistan,924971386
Brittany Carlson,Germany,306651897
Sarah Cox,Portugal,756327352
Katie Smith,China,854565122
Brianna Parsons,Brazil,1075092530
Mary Smith,Martinique,627772531
Justin Duarte,Saint Barthelemy,442867662
Joyce Sosa,Maldives,777038090
Jorge Preston,Luxembourg,378330949
Dustin Keller,Brazil,1130567874
Paul Fisher,Barbados,1067489016
Stacy Perkins,Cyprus,258708168
Cynthia Burgess,Samoa,116845652
Alex Graham,Italy,199871985
Danielle Conner,Poland,612493819
Kimberly Davis DVM,Faroe Islands,244923205
Daniel Gonzalez,Chad,306880842
Tammy Hawkins,Estonia,581781666
Dennis Wells,United States Virgin Islands,1054416544
Mr. Patrick Evans,Azerbaijan,608341659
Laura Wolf,Philippines,162346624
Jessica Perez,American Samoa,117346067
Jose Hubbard,Norfolk Island,941628460
Jared Hardin,Malaysia,528397185
Marvin Brown,Saint Martin,1075714227
Tammy Case,Cook Islands,577705713
Jeffrey Stanley,Malta,1055205386
Annette Gutierrez,Cyprus,500301371
Frederick Walker,Gabon,1100566476
Jessica Taylor,United States Minor Outlying Islands,74605046
Edward Baldwin,United Arab Emirates,438714283
Jerry Chavez,Venezuela,833952508
Terry Mayo,Kenya,1057566034
Jacqueline Robbins,United States of America,188834825
Tyler Rollins,Hungary,311993641
Holly Taylor,Tunisia,1198329836
Sheila Dougherty,Grenada,839647343
Howard Torres,Ghana,360435593
Christopher Stanley,Iraq,942368565
Diana Fleming,Svalbard & Jan Mayen Islands,1117429642
Allison Hayes,Syrian Arab Republic,199260289
Lisa Maynard,Mexico,13972653
Paige Avila,Ireland,1180603160
Jacob Mitchell,Bangladesh,1077245008
Jacob Hawkins,Antarctica (the territory South of 60 deg S),436711412
Jodi Jackson,Lithuania,498522026
Jennifer Wallace,United States Minor Outlying Islands,849399855
Scott Guerrero,Chad,639523491
Holly Jones,Singapore,237445259
Gavin Morton,Macao,539825701
Mrs. Jessica Williams,Nicaragua,235562666
Sharon Ross,Western Sahara,438884170
Henry Thomas,Angola,460272372
Heather Bryan,Hong Kong,635056588
Jennifer Davidson,Turkey,519815886
Lisa Taylor,Slovenia,239998082
Crystal Velez,Paraguay,1034283828
Suzanne Clark,United Kingdom,919041358
Christopher Davis,Turkey,856346084
Curtis Cooke,Burkina Faso,480314485
Michael Ellis,Burundi,496250099
Mathew Smith,Saint Kitts and Nevis,1200641831
Karen Case,Jamaica,1024054596
John Hill,San Marino,1081908802
Nicole Strickland,Burundi,278786286
Robert Mack,Turkey,406674920
Paul Thompson,Bouvet Island (Bouvetoya),3495905
Bryan Miller,Monaco,353913667
Cassandra Ware,Maldives,581959342
Robert Delgado,Cuba,513514798
Shane Ritter,Mozambique,1092879384
Emily Boyd,Russian Federation,951476002
Jessica Davis,Guyana,214110044
Justin Henderson,Belgium,88630984
Jesse Smith,Jordan,527945230
Alex Ellis,Yemen,807442597
Ann Brooks,Moldova,899556431
Jason White,Vietnam,984332371
Holly Ortiz MD,Nigeria,321747026
Sandra Lewis,Paraguay,757966638
Henry Rollins,Bangladesh,1136609489
Tiffany Martinez,Jersey,154604187
Paul Johnson,Fiji,683057598
Christopher Sandoval,South Georgia and the South Sandwich Islands,977807455
Leslie Gray,India,1112363358
Bianca Kemp,Northern Mariana Islands,387176241
Cameron White,Cuba,306312590
Paul Tucker,Dominica,1072885398
Cody White,Swaziland,109180843
Kevin Wheeler,Ghana,516720736
Sharon Jackson,Niger,148942540
Shawn Walsh,Swaziland,780627001
Matthew Blair,Vietnam,1154634717
Morgan Smith,Montserrat,544170063
Mr. Joseph Gomez,Monaco,611160711
Meghan Andrews,Kazakhstan,888655273
Robert Brooks,Panama,980211901
Charles Li,Chile,630013833
Joseph Robertson,China,746440727
Robert Berger,Sao Tome and Principe,874542037
Troy Johnson PhD,Lao People's Democratic Republic,407816464
Jorge Campos,Belgium,961248606
George Singleton,Comoros,219864854
Marcus Lowe,Jordan,751427178
Holly Allen,Gabon,238085531
Ana Dillon,Honduras,9752026
Thomas Bryant,Bahamas,276053750
Anthony Woodard,Suriname,115364057
Leslie Williamson,Kenya,1010656071
Phillip Carter,Paraguay,721730385
Molly Campbell,Estonia,612982274
William Jones,Jamaica,182704204
Randy Mendoza,Tokelau,645235884
Makayla Sanchez,Timor-Leste,134921802
Jessica Reynolds,Haiti,382310781
Justin Andrade,Tajikistan,528077976
Anita Burns,Haiti,673570908
Rick Green,Timor-Leste,972144325
Bethany Guerrero,Kazakhstan,890591098
Alexandra Frank,Morocco,934465716
Erin Bennett,El Salvador,23489018
Andrea Ward,Azerbaijan,854829573
Timothy Little,Faroe Islands,519935200
Nancy Hanna,Japan,197843293
Mary Bush,Chile,1094347618
Calvin Fuller,Guinea-Bissau,175911386
Melissa Mills,Montserrat,233148225
Anthony Johnson,Norway,250032995
Tanya James,Armenia,868638054
Robert Allen,Nauru,266442423
Tonya Torres,Slovakia (Slovak Republic),1045408734
Jamie Morgan,Palestinian Territory,973546726
Krystal Klein,Korea,316958334
Kathleen Turner,Mauritania,63029466
Kelly Elliott,Heard Island and McDonald Islands,919305695
Tyler Hancock,Senegal,864383530
Julie Hoover,Italy,650609793
Mrs. Melissa Lewis,Cayman Islands,738728347
Rebecca Holmes,Zimbabwe,882211824
David Romero,Sweden,876438745
Tyler Cervantes,Reunion,1061463488
Steven Coffey,Senegal,1205621250
Beth Stephens MD,El Salvador,885979061
Michael Campbell,Myanmar,837125579
Sara Ruiz,Cameroon,196376949
Donald Moore,Argentina,455418355
John Gomez,Bosnia and Herzegovina,91126560
Christine Bass,Mongolia,326562934
Dr. Emily Wright,Palau,723553810
Steven Fischer,Saudi Arabia,76610861
Luis Jones,Senegal,349170305
Clayton Walsh,Tunisia,290616289
Leslie Valentine,Canada,632595201
David Holt,United States Minor Outlying Islands,1144718407
Amy Crosby,India,641745075
Chloe Wiley,Dominica,679522870
Kelly Garcia,Angola,256568799
Robert Wade,United States Minor Outlying Islands,455567872
John Hays,Guatemala,922570338
Wendy Williams,Tunisia,414257038
Kelly Vaughn,Malta,723854956
Brooke Frost,Croatia,223637459
Priscilla Dunn,Ghana,35826129
Cynthia Owen,Tajikistan,1106322997
Stephanie Case DDS,Cape Verde,532640542
Patricia Williams,North Macedonia,711170298
Scott Flynn,South Africa,153861532
Leslie Warner,Finland,601734533
Phillip Ramos,Norfolk Island,487401041
Lori Barber,Belgium,186563635
April Higgins,United Arab Emirates,419091493
Dylan Willis,Montenegro,530667192
Samuel Cunningham,Botswana,118333981
Benjamin Simpson,Argentina,154861893
Jennifer Beasley,Colombia,264072262
Stacy Henderson,Ethiopia,524556004
Barbara Gentry,Fiji,961914653
Abigail Lee,Montserrat,1096551325
Martin Davis,Cuba,372148761
Stephanie Ruiz,Senegal,1085050617
Jacob Miller,China,862285535
Pedro Bush,Moldova,106879743
Eric Reynolds,Tajikistan,1043196601
Benjamin Jenkins,Bermuda,435763359
Craig Watson,Austria,515771594
Jay Hayes,Panama,77334122
Roger Evans,French Southern Territories,938684121
John Fields,Somalia,424050552
Jennifer Gonzalez,Chile,598070975
Margaret Nicholson,Marshall Islands,1099353711
Alexis Short,Jordan,371859951
Brenda Walsh,Christmas Island,505014308
Andrew Forbes,Saint Lucia,531319790
Christie Byrd,San Marino,186670691
Donna Curtis DVM,Singapore,1109448539
David Green,Panama,926281202
Michael Barber,Guyana,8095268
Teresa Alexander,Bahamas,261936578
Nicholas Mcdowell,Martinique,70729758
Kyle Webb,Syrian Arab Republic,522548574
Laura Wiley,Monaco,176811161
Miss April Foley,Indonesia,1119521182
Sabrina Weaver,Equatorial Guinea,294036858
Daniel Garcia,Tajikistan,638714551
Matthew Kent,Nigeria,756315372
Elizabeth Roberts,Turkey,144037540
Erica Brown,Nepal,723660343
Ryan Goodman,Cambodia,954532193
Tina Hester DDS,Mauritius,937384820
Christopher Adams,Indonesia,787040001
Christopher Williams,Martinique,51159487
Tammy Gibson,Tanzania,1039498905
Sarah Jackson,Moldova,916975145
David Owens,Azerbaijan,947173963
Peggy Salinas,American Samoa,292170707
Katie Ellison,Bahamas,943032230
Jennifer Burns,Namibia,462160292
Courtney Woods,Montenegro,869341360
Stephanie Haynes,American Samoa,80755698
Barbara Hoffman,Togo,1158919144
Scott Jenkins,Gibraltar,350058376
Micheal Gray,Peru,1204683029
Dr. Brandi King,Puerto Rico,1161370338
Heather Morris,Latvia,512926632
Christy Rice,Bolivia,432522363
Katie Gilbert,Netherlands,488317105
Christopher Cook,Ukraine,83946263
Lori Stephenson,Japan,12567618
Ryan Herrera,Ecuador,742970401
Jason Lewis,Albania,443743977
Anna Thomas,Guinea-Bissau,893071173
Brenda Hart,Indonesia,599890
Kimberly Delgado,Solomon Islands,1051135395
Alyssa Greene,Saint Helena,662446606
Joy Walker,Fiji,1056233463
Teresa Davis,El Salvador,228265525
Brendan Burke,Somalia,820733384
Gregory Novak,Mongolia,677722130
Joseph Robinson,Palau,350173732
Carolyn Farmer,Finland,1141240532
Angela Osborne,Tanzania,411502915
Danielle Hodges,Saint Vincent and the Grenadines,1058868292
Xavier Jones,Malaysia,1035261320
Cindy Dean,Cayman Islands,402461965
Pamela Johnston,Central African Republic,1094531397
Heidi Allen,Kiribati,653297681
Theresa Castro,Armenia,367796381
Karen Hood,Greece,390729467
Kelli Donaldson,Slovenia,93845821
Robin Daniels,Congo,905958016
Teresa Byrd,Palestinian Territory,181576467
Stephen Stevenson,Saint Helena,569348130
Travis Stevens,Faroe Islands,1034158884
Cassandra Santos DDS,Estonia,529216715
Angie Henderson,Libyan Arab Jamahiriya,271931326
Ralph Conrad,India,478606545
Alexander Shaw,Morocco,1057176381
Lynn Davis,Netherlands Antilles,315157629
Thomas Morris,Kenya,953130279
Mary Goodwin,Uganda,1025200345
Kristin Jennings,China,925350809
Kenneth Smith,Italy,33164685
Troy Evans,Lesotho,463877431
Lucas Brown,Spain,164165444
Laura Martin,Brazil,585711597
Harold Gonzalez,Estonia,179499987
Megan Conrad,Burundi,543397604
Brittany Contreras,Barbados,607340285
Amy Castillo,Heard Island and McDonald Islands,383019261
Christine Scott,Kenya,110331641
Danielle Goodman,Jamaica,1171095847
Dr. Heather Wells MD,Nigeria,34261016
Reginald Benton,Montenegro,180535538
Mario Garcia,Costa Rica,547887951
Margaret Hutchinson,Australia,141266612
Jessica Keller,Lesotho,701491648
Beth Tucker,Malawi,663858469
Pamela Moreno,Kazakhstan,156726007
John King,Denmark,833820067
Carolyn White,Colombia,738404376
Matthew Pineda,Latvia,786468083
Christopher Rodriguez,Turks and Caicos Islands,614239895
Jennifer Cabrera,Lebanon,355809697
Peter Dennis,Kazakhstan,1038105710
Hannah Harrington,Bouvet Island (Bouvetoya),1040451856
Makayla Brown,Indonesia,787344708
Donna Liu,Qatar,142939662
Kimberly Crane,Saint Lucia,798712874
Linda Miles,Colombia,106030256
April Mccormick,Martinique,613615461
Mrs. Deborah Lewis,Hungary,605013981
Sara Davis,United Kingdom,585352579
Dana Shaw,Cocos (Keeling) Islands,671460554
Robert Espinoza,Mexico,948342991
Michael Petersen,Netherlands Antilles,279855799
Christine Mueller,Cambodia,428634062
Randall Rivera,Ethiopia,774712322
Jeffrey Smith,Senegal,604694272
Rebecca Matthews,Vanuatu,212336691
Paula Fleming,Dominica,264694344
Sabrina Riggs,Aruba,39441307
Bryan Stewart,Canada,178556709
Peter Walker,Israel,187689944
Kimberly Acosta,Iraq,811414600
Ronnie Campbell,Guernsey,587718600
Dr. Laurie Chavez,British Virgin Islands,883618862
Michael Cole MD,Equatorial Guinea,1007977510
Benjamin Harrison,Gambia,102932236
Justin Warren,Haiti,678086582
Jennifer Wade,Nigeria,788669866
Jeremy Porter,Lesotho,732925092
Kevin Kim,Lebanon,988709877
Alexandra Manning,Tonga,618194308
Michele Andrews,Denmark,1054466694
Dale Carrillo,Tunisia,1104762646
Jeffrey West,Cyprus,366061742
Nathan Hernandez,Tonga,271043858
Daniel Hogan,Tanzania,265410321
Stacey Rodriguez,Armenia,75380788
Benjamin Wright,Reunion,472060160
Joshua Johnson,Singapore,179265451
Richard Watson,Niue,1154077252
Justin Jimenez,Vanuatu,852878968
Adam Rasmussen,Russian Federation,792449574
Michelle Wood,Isle of Man,138434657
Angelica Strickland,Thailand,831127598
Frank Taylor,Congo,414193580
Cathy Flores,Sweden,545042936
David Johnson,Chad,262988327
Adam Peterson,Switzerland,207853972
Carolyn Cole DDS,Djibouti,711539711
Michael Christensen,China,380009333
Linda Adams,Dominican Republic,962436056
Randy Roberts,Cape Verde,653783814
Cheryl Shelton,Bangladesh,414827190
Dustin Snyder,Lithuania,991735990
Juan Rojas,Montserrat,893603687
Christine Smith,Saudi Arabia,1199598772
Jose Lowery,Reunion,800273573
Shelia Webb,New Zealand,234966652
Brian Hernandez,Kyrgyz Republic,258002222
John Lopez,Hong Kong,223584475
Robin Williams,Syrian Arab Republic,938324807
Ana Curtis,Romania,1060889816
Johnny Ramos,Guadeloupe,1170462337
Cesar Young,Pitcairn Islands,754252888
Jason Butler,Antigua and Barbuda,732330280
Reginald Williams,Estonia,1050262800
Amanda Mitchell,Lao People's Democratic Republic,68875810
Jennifer Jackson,Pakistan,176666748
Jason Smith,Heard Island and McDonald Islands,789532320
Joyce Ward,Cuba,600196619
Gail Serrano,Guernsey,289073275
Gregory Yoder,Bahrain,809953407
Jeff Anderson,Turkey,1101099547
Mark Moore,Antigua and Barbuda,1078429187
Gregory Singleton,Dominica,263679965
Denise Jackson,Holy See (Vatican City State),1058313869
Robert Oconnell,United Kingdom,819057024
Cynthia House,Eritrea,1082930189
Mark Duncan,Papua New Guinea,681631307
Steven Phelps,French Polynesia,563802800
Diana Robinson,Guam,380900361
Louis Gray,Comoros,908189055
Richard Buchanan,Poland,221480776
Danny Anderson,Costa Rica,901401349
Derrick Morrow,Burkina Faso,126147535
Nancy Williams,Paraguay,875874125
Jacob Wallace MD,Antarctica (the territory South of 60 deg S),368859428
Jamie Gilbert,Spain,976347354
Madison Williams,Greece,1064346669
Sandra Anderson,Maldives,1203235830
Edwin Yang,Dominican Republic,990140077
Angela Weaver,Eritrea,200587413
Jennifer Roth,Vanuatu,709634001
Christian Jones,Switzerland,237224379
Madeline Nixon,United Arab Emirates,705099265
Peggy Chambers,Jordan,95303015
Mark Glover,France,963502357
Ruth Bishop,Papua New Guinea,592986558
Ronald Smith,Nicaragua,246588509
Latasha Hayes,Faroe Islands,120312137
Stephen Moore,Belarus,444236332
Robert Ho,Pakistan,465926089
Kevin Davis,Trinidad and Tobago,524853406
Roy Flores,Saudi Arabia,106242198
Deborah Silva,South Africa,945618107
Breanna Meyer,Martinique,60152031
Joshua Thomas,Malta,693410853
David Miller,Italy,935373808
Nicole Fitzgerald,Belize,738017311
Mary Swanson,Cyprus,1031108304
Linda Holt,Tajikistan,870365817
Theodore Peterson,Guatemala,710631151
Dana Espinoza,Guyana,110171540
Lori Chapman,Brunei Darussalam,942776426
Sandra Roman,Antarctica (the territory South of 60 deg S),1204158659
Anne Fisher DDS,Oman,136542636
Scott Morrison,Uzbekistan,957998488
Sara Short,Ukraine,835747426
Heather Ramirez,Mauritania,154564498
Devon Krueger,Ireland,78655909
